LABEL,SVC(C=10),GaussianNB(),DecisionTreeClassifier(),"LogisticRegression(C=10, solver='liblinear')","RandomForestClassifier(criterion='entropy', n_estimators=250)"
9138,False,False,False,False,False,False
9139,False,False,False,False,False,False
9140,False,False,False,False,False,False
9141,False,False,False,False,False,False
9142,False,False,False,False,False,False
9143,False,False,False,False,False,False
9144,False,False,False,False,False,False
9145,False,False,False,False,False,False
9146,False,False,False,False,False,False
9147,False,False,False,False,False,False
9148,False,False,False,False,False,False
9149,False,False,False,False,False,False
9150,False,False,False,False,False,False
9151,False,False,False,False,False,False
9152,False,False,False,False,False,False
9153,False,False,False,False,False,False
9154,False,False,False,False,False,False
9155,False,False,False,False,False,False
9156,False,False,False,False,False,False
9157,False,False,False,False,False,False
9158,False,False,False,False,False,False
9159,False,False,False,False,False,False
9160,False,False,False,False,False,False
9161,False,False,False,False,False,False
9162,False,False,False,False,False,False
9164,False,False,False,False,False,False
9166,False,False,False,False,False,False
9167,False,False,False,False,False,False
9168,False,False,False,False,False,False
9169,False,False,False,False,False,False
9170,False,False,False,False,False,False
9171,False,False,False,False,False,False
9172,False,False,False,False,False,False
9173,False,False,False,False,False,False
9174,False,False,False,False,False,False
9175,False,False,False,False,False,False
9176,False,False,False,False,False,False
9177,False,False,False,False,False,False
9178,False,False,False,False,False,False
9179,False,False,False,False,False,False
9180,False,False,False,False,False,False
9181,False,False,False,False,False,False
9182,False,False,False,False,False,False
9183,False,False,False,False,False,False
9184,False,False,False,False,False,False
9185,False,False,False,False,False,False
9186,False,False,False,False,False,False
9187,False,False,False,False,False,False
9188,False,False,False,False,False,False
9189,False,False,False,False,False,False
9190,False,False,False,False,False,False
9191,False,False,False,False,False,False
9192,False,False,False,False,True,False
9193,False,False,False,False,False,False
9194,False,False,False,False,False,False
9195,False,False,False,False,False,False
9196,False,False,False,False,False,False
9197,False,False,False,False,False,False
9198,False,False,False,False,False,False
9199,False,False,False,False,False,False
9200,False,False,False,False,False,False
9201,False,False,False,False,False,False
9202,False,False,False,False,False,False
9203,False,False,False,False,False,False
9204,False,False,False,False,False,False
9205,False,False,False,False,False,False
9206,False,False,False,False,False,False
9207,False,False,False,False,False,False
9208,False,False,False,False,False,False
9209,False,False,False,False,False,False
9210,False,False,False,False,False,False
9211,False,False,False,False,False,False
9212,False,False,False,False,False,False
9213,False,False,False,False,False,False
9214,False,False,False,False,False,False
9215,False,False,False,False,False,False
9216,False,False,False,False,False,False
9217,False,False,False,False,False,False
9218,False,False,False,False,False,False
9219,False,False,False,False,False,False
9220,False,False,False,False,False,False
9222,False,False,False,False,False,False
9223,False,False,False,False,False,False
9224,False,False,False,False,False,False
9225,False,False,False,False,False,False
9226,False,False,False,False,False,False
9227,False,False,False,False,False,False
9228,False,False,False,False,False,False
9229,False,False,False,False,False,False
9230,False,False,False,False,False,False
9231,False,False,False,False,False,False
9232,False,False,False,False,False,False
9233,False,False,False,False,False,False
9234,False,False,False,False,False,False
9235,False,False,False,False,False,False
9236,False,False,False,False,False,False
9237,False,False,False,False,False,False
9238,False,False,False,False,False,False
9239,False,False,False,False,False,False
9240,False,False,False,False,False,False
9241,False,False,False,False,False,False
9242,False,False,False,False,False,False
9243,False,False,False,False,False,False
9244,False,False,False,False,False,False
9245,False,False,False,False,False,False
9246,False,False,False,False,False,False
9247,False,False,False,False,False,False
9248,False,False,False,False,False,False
9249,False,False,False,False,True,False
9250,False,False,False,False,False,False
9251,False,False,False,False,False,False
9252,False,False,False,False,False,False
9253,False,False,False,False,False,False
9254,False,False,False,False,False,False
9255,False,False,False,False,False,False
9256,False,False,False,False,False,False
9257,False,False,False,False,False,False
9258,False,False,False,False,False,False
9259,False,False,False,False,False,False
9260,False,False,False,False,False,False
9262,False,False,False,False,False,False
9263,False,False,False,False,False,False
9264,False,False,False,False,False,False
9265,False,False,False,False,False,False
9266,False,False,False,False,False,False
9267,False,False,False,False,False,False
9268,False,False,False,False,False,False
9269,False,False,False,False,False,False
9270,False,False,False,False,False,False
9271,False,False,False,False,False,False
9272,False,False,False,False,True,False
9273,False,False,False,False,False,False
9274,False,False,False,False,False,False
9275,False,False,False,False,False,False
9276,False,False,False,False,False,False
9277,False,False,False,False,False,False
9278,False,False,False,False,False,False
9279,False,False,False,False,False,False
9280,False,False,False,False,False,False
9281,False,False,False,False,False,False
9282,False,False,False,False,False,False
9283,False,False,False,False,False,False
9284,False,False,False,False,False,False
9285,False,False,False,False,False,False
9286,False,False,False,False,False,False
9287,False,False,False,False,False,False
9288,False,False,False,False,False,False
9289,False,False,False,False,False,False
9290,False,False,False,False,False,False
9291,False,False,False,False,False,False
9292,False,False,False,False,False,False
9293,False,False,False,False,False,False
9294,False,False,False,False,False,False
9295,False,False,False,False,False,False
9296,False,False,False,False,False,False
9297,False,False,False,False,False,False
9298,False,False,False,False,False,False
9299,False,False,False,False,False,False
9300,False,False,False,False,False,False
9301,False,False,False,False,False,False
9302,False,False,False,False,False,False
9303,False,False,False,False,False,False
9304,False,False,False,False,False,False
9305,False,False,False,False,False,False
9306,False,False,False,False,False,False
9307,False,False,False,False,False,False
9308,False,False,False,False,False,False
9309,False,False,False,False,False,False
9310,False,False,False,False,False,False
9311,False,False,False,False,False,False
9312,False,False,False,False,False,False
9313,False,False,False,False,False,False
9314,False,False,False,False,False,False
9315,False,False,False,False,False,False
9316,False,False,False,False,False,False
9317,False,False,False,False,False,False
9319,False,False,False,False,False,False
9320,False,False,False,False,False,False
9321,False,False,False,False,False,False
9322,False,False,False,False,False,False
9323,False,False,False,False,False,False
9324,False,False,False,False,False,False
9325,False,False,False,False,False,False
9326,False,False,False,False,False,False
9327,False,False,False,False,False,False
9328,False,False,False,False,False,False
9329,False,False,False,False,False,False
9330,False,False,False,False,False,False
9332,False,False,False,False,False,False
9333,False,False,False,False,False,False
9334,False,False,False,False,False,False
9336,False,False,False,False,False,False
9337,False,False,False,False,False,False
9338,False,False,False,False,False,False
9339,False,False,False,False,False,False
9340,False,False,False,False,False,False
9341,False,False,False,False,False,False
9342,False,False,False,False,False,False
9343,False,False,False,False,False,False
9344,False,False,False,False,False,False
9345,False,False,False,False,False,False
9346,False,False,False,False,False,False
9347,False,False,False,False,False,False
9348,False,False,False,False,False,False
9349,False,False,False,False,False,False
9350,False,False,False,False,False,False
9351,False,False,False,False,False,False
9352,False,False,False,False,False,False
9353,False,False,False,False,False,False
9354,False,False,False,False,False,False
9355,False,False,False,False,False,False
9356,False,False,False,False,False,False
9357,False,False,False,False,False,False
9358,False,False,False,False,False,False
9359,False,False,False,False,True,False
9360,False,False,False,False,False,False
9361,False,False,False,False,False,False
9362,False,False,False,False,False,False
9363,False,False,False,False,False,False
9364,False,False,False,False,False,False
9365,False,False,False,False,False,False
9366,False,False,False,False,False,False
9367,False,False,False,False,False,False
9368,False,False,False,False,False,False
9369,False,False,False,False,False,False
9370,False,False,False,False,False,False
9371,False,False,False,False,False,False
9372,False,False,False,False,False,False
9373,False,False,False,False,False,False
9374,False,False,False,False,False,False
9375,False,False,False,False,False,False
9376,False,False,False,False,False,False
9377,False,False,False,False,False,False
9378,False,False,False,False,False,False
9379,False,False,False,False,False,False
9380,False,False,False,False,False,False
9381,False,False,False,False,False,False
9382,False,False,False,False,False,False
9383,False,False,False,False,False,False
9384,False,False,False,False,False,False
9385,False,False,False,False,False,False
9386,False,False,False,False,True,False
9387,False,False,False,False,False,False
9388,False,False,False,False,False,False
9389,False,False,False,False,False,False
9390,False,False,False,False,False,False
9391,False,False,False,False,False,False
9392,False,False,False,False,False,False
9393,False,False,False,False,False,False
9394,False,False,False,False,False,False
9395,False,False,False,False,False,False
9396,False,False,False,False,False,False
9397,False,False,False,False,False,False
9398,False,False,False,False,False,False
9399,False,False,False,False,False,False
9400,False,False,False,False,False,False
9401,False,False,False,False,False,False
9402,False,False,False,False,False,False
9403,False,False,False,False,False,False
9404,False,False,False,False,False,False
9405,False,False,False,False,False,False
9406,False,False,False,False,False,False
9407,False,False,False,False,False,False
9408,False,False,False,False,False,False
9409,False,False,False,False,False,False
9410,False,False,False,False,False,False
9411,False,False,False,False,False,False
9412,False,False,False,False,False,False
9413,False,False,False,False,False,False
9414,False,False,False,False,False,False
9415,False,False,False,False,False,False
9416,False,False,False,False,False,False
9417,False,False,False,False,False,False
9418,False,False,False,False,False,False
9419,False,False,False,False,False,False
9420,False,False,False,False,False,False
9421,False,False,False,False,False,False
9422,False,False,False,False,False,False
9423,False,False,False,False,False,False
9424,False,False,False,False,False,False
9425,False,False,False,False,False,False
9426,False,False,False,False,False,False
9427,False,False,False,False,False,False
9428,False,False,False,False,False,False
9429,False,False,False,False,False,False
9430,False,False,False,False,False,False
9431,False,False,False,False,False,False
9432,False,False,False,False,False,False
9433,False,False,False,False,False,False
9434,False,False,False,False,False,False
9435,False,False,False,False,False,False
9436,False,False,False,False,False,False
9437,False,False,False,False,False,False
9438,False,False,False,False,False,False
9439,False,False,False,False,False,False
9440,False,False,False,False,False,False
9441,False,False,False,False,False,False
9442,False,False,False,False,False,False
9443,False,False,False,False,False,False
9444,False,False,False,False,False,False
9445,False,False,False,False,False,False
9446,False,False,False,False,False,False
9447,False,False,False,False,False,False
9448,False,False,False,False,False,False
9449,False,False,False,False,False,False
9450,False,False,False,False,False,False
9451,False,False,False,False,False,False
9452,False,False,False,False,False,False
9453,False,False,False,False,False,False
9454,False,False,False,False,False,False
9455,False,False,False,False,False,False
9456,False,False,False,False,False,False
9457,False,False,False,False,False,False
9458,False,False,False,False,False,False
9459,False,False,False,False,False,False
9460,False,False,False,False,False,False
9461,False,False,False,False,False,False
9462,False,False,False,False,False,False
9463,False,False,False,False,False,False
9464,False,False,False,False,False,False
9465,False,False,False,False,False,False
9466,False,False,False,False,False,False
9467,False,False,False,False,False,False
9469,False,False,False,False,False,False
9470,False,False,False,False,False,False
9471,False,False,False,False,False,False
9472,False,False,False,False,False,False
9473,False,False,False,False,False,False
9474,False,False,False,False,False,False
9475,False,False,False,False,False,False
9476,False,False,False,False,False,False
9477,False,False,False,False,False,False
9478,False,False,False,False,False,False
9479,False,False,False,False,False,False
9480,False,False,False,False,False,False
9481,False,False,False,False,False,False
9482,False,False,False,False,False,False
9483,False,False,False,False,False,False
9484,False,False,False,False,False,False
9485,False,False,False,False,False,False
9486,False,False,False,False,False,False
9487,False,False,False,False,False,False
9488,False,False,False,False,False,False
9489,False,False,False,False,False,False
9490,False,False,False,False,False,False
9491,False,False,False,False,False,False
9492,False,False,False,False,False,False
9493,False,False,False,False,False,False
9494,False,False,False,False,False,False
9495,False,False,False,False,False,False
9496,False,False,False,False,False,False
9497,False,False,False,False,False,False
9498,False,False,False,False,False,False
9499,False,False,False,False,False,False
9500,False,False,False,False,False,False
9501,False,False,False,False,False,False
9502,False,False,False,False,False,False
9503,False,False,False,False,False,False
9504,False,False,False,False,False,False
9505,False,False,False,False,False,False
9506,False,False,False,False,False,False
9507,False,False,False,False,False,False
9508,False,False,False,False,False,False
9509,False,False,False,False,False,False
9510,False,False,False,False,False,False
9511,False,False,False,False,False,False
9512,False,False,False,False,False,False
9513,False,False,False,False,False,False
9514,False,False,False,False,False,False
9515,False,False,False,False,False,False
9516,False,False,False,False,False,False
9517,False,False,False,False,False,False
9518,False,False,False,False,False,False
9519,False,False,False,False,False,False
9520,False,False,False,False,False,False
9521,False,False,False,False,False,False
9522,False,False,False,False,False,False
9523,False,False,False,False,False,False
9524,False,False,False,False,False,False
9525,False,False,False,False,False,False
9526,False,False,False,False,False,False
9527,False,False,False,False,False,False
9528,False,False,False,False,False,False
9529,False,False,False,False,False,False
9530,False,False,False,False,False,False
9531,False,False,False,False,False,False
9532,False,False,False,False,False,False
9533,False,False,False,False,False,False
9534,False,False,False,False,False,False
9535,False,False,False,False,False,False
9536,False,False,False,False,False,False
9537,False,False,False,False,False,False
9538,False,False,False,False,False,False
9539,False,False,False,False,False,False
9540,False,False,False,False,False,False
9541,False,False,False,False,False,False
9542,False,False,False,False,False,False
9543,False,False,False,False,False,False
9544,False,False,False,False,False,False
9545,False,False,False,False,False,False
9546,False,False,False,False,False,False
9547,False,False,False,False,False,False
9548,False,False,False,False,False,False
9549,False,False,False,False,False,False
9550,False,False,False,False,False,False
9551,False,False,False,False,False,False
9552,False,False,False,False,False,False
9553,False,False,False,False,False,False
9554,False,False,False,False,False,False
9555,False,False,False,False,False,False
9556,False,False,False,False,False,False
9557,False,False,False,False,False,False
9558,False,False,False,False,False,False
9559,False,False,False,False,False,False
9560,False,False,False,False,False,False
9561,False,False,False,False,False,False
9562,False,False,False,False,False,False
9563,False,False,False,False,False,False
9564,False,False,False,False,False,False
9565,False,False,False,False,False,False
9566,False,False,False,False,False,False
9567,False,False,False,False,False,False
9569,False,False,False,False,False,False
9570,False,False,False,False,False,False
9571,False,False,False,False,False,False
9572,False,False,False,False,False,False
9573,False,False,False,False,False,False
9574,False,False,False,False,False,False
9575,False,False,False,False,False,False
9576,False,False,False,False,False,False
9577,False,False,False,False,False,False
9578,False,False,False,False,False,False
9579,False,False,False,False,False,False
9580,False,False,False,False,False,False
9581,False,False,False,False,False,False
9582,False,False,False,False,False,False
9583,False,False,False,False,False,False
9584,False,False,False,False,False,False
9585,False,False,False,False,False,False
9587,False,False,False,False,False,False
9588,False,False,False,False,False,False
9589,False,False,False,False,False,False
9590,False,False,False,False,False,False
9591,False,False,False,False,False,False
9592,False,False,False,False,False,False
9593,False,False,False,False,True,False
9594,False,False,False,False,False,False
9595,False,False,False,False,False,False
9596,False,False,False,False,False,False
9597,False,False,False,False,False,False
9598,False,False,False,False,False,False
9599,False,False,False,False,False,False
9600,False,False,False,False,False,False
9601,False,False,False,False,False,False
9602,False,False,False,False,False,False
9603,False,False,False,False,False,False
9604,False,False,False,False,False,False
9605,False,False,False,False,False,False
9606,False,False,False,False,False,False
9607,False,False,False,False,False,False
9608,False,False,False,False,False,False
9609,False,False,False,False,False,False
9610,False,False,False,False,False,False
9611,False,False,False,False,False,False
9612,False,False,False,False,False,False
9613,False,False,False,False,False,False
9614,False,False,False,False,False,False
9615,False,False,False,False,False,False
9616,False,False,False,False,False,False
9617,False,False,False,False,False,False
9618,False,False,False,False,False,False
9619,False,False,False,False,False,False
9620,False,False,False,False,False,False
9621,False,False,False,False,False,False
9622,False,False,False,False,False,False
9623,False,False,False,False,False,False
9624,False,False,False,False,False,False
9625,False,False,False,False,False,False
9626,False,False,False,False,False,False
9627,False,False,False,False,False,False
9628,False,False,False,False,False,False
9629,False,False,False,False,False,False
9630,False,False,False,False,False,False
9631,False,False,False,False,False,False
9632,False,False,False,False,False,False
9633,False,False,False,False,False,False
9634,False,False,False,False,False,False
9635,False,False,False,False,False,False
9636,False,False,False,False,False,False
9637,False,False,False,False,False,False
9638,False,False,False,False,False,False
9639,False,False,False,False,False,False
9640,False,False,False,False,False,False
9641,False,False,False,False,False,False
9642,False,False,False,False,False,False
9643,False,False,False,False,False,False
9644,False,False,False,False,False,False
9645,False,False,False,False,False,False
9646,False,False,False,False,False,False
9647,False,False,False,False,False,False
9648,False,False,False,False,False,False
9649,False,False,False,False,False,False
9650,False,False,False,False,False,False
9651,False,False,False,False,False,False
9652,False,False,False,False,False,False
9653,False,False,False,False,False,False
9654,False,False,False,False,False,False
9655,False,False,False,False,False,False
9656,False,False,False,False,False,False
9657,False,False,False,False,False,False
9658,False,False,False,False,False,False
9659,False,False,False,False,False,False
9660,False,False,False,False,False,False
9661,False,False,False,False,False,False
9662,False,False,False,False,False,False
9663,False,False,False,False,False,False
9664,False,False,False,False,False,False
9665,False,False,False,False,False,False
9666,False,False,False,False,False,False
9667,False,False,False,False,False,False
9668,False,False,False,False,False,False
9669,False,False,False,False,False,False
9670,False,False,False,False,False,False
9671,False,False,False,False,False,False
9672,False,False,False,False,False,False
9673,False,False,False,False,False,False
9674,False,False,False,False,False,False
9675,False,False,False,False,False,False
9676,False,False,False,False,False,False
9677,False,False,False,False,False,False
9678,False,False,False,False,False,False
9679,False,False,False,False,False,False
9680,False,False,False,False,False,False
9682,False,False,False,False,False,False
9683,False,False,False,False,False,False
9684,False,False,False,False,False,False
9685,False,False,False,False,False,False
9686,False,False,False,False,False,False
9687,False,False,False,False,False,False
9688,False,False,False,False,False,False
9689,False,False,False,False,False,False
9690,False,False,False,False,False,False
9691,False,False,False,False,False,False
9692,False,False,False,False,False,False
9693,False,False,False,False,False,False
9694,False,False,False,False,False,False
9695,False,False,False,False,False,False
9696,False,False,False,False,False,False
9697,False,False,False,False,False,False
9698,False,False,False,False,False,False
9699,False,False,False,False,False,False
9700,False,False,False,False,False,False
9701,False,False,False,False,False,False
9702,False,False,False,False,False,False
9703,False,False,False,False,False,False
9704,False,False,False,False,False,False
9705,False,False,False,False,False,False
9706,False,False,False,False,False,False
9707,False,False,False,False,False,False
9708,False,False,False,False,False,False
9709,False,False,False,False,False,False
9710,False,False,False,False,False,False
9711,False,False,False,False,False,False
9712,False,False,False,False,False,False
9713,False,False,False,False,False,False
9714,False,False,False,False,False,False
9715,False,False,False,False,False,False
9716,False,False,False,False,False,False
9717,False,False,False,False,False,False
9718,False,False,False,False,False,False
9719,False,False,False,False,False,False
9720,False,False,False,False,False,False
9721,False,False,False,False,False,False
9722,False,False,False,False,False,False
9723,False,False,False,False,False,False
9724,False,False,False,False,False,False
9725,False,False,False,False,False,False
9726,False,False,False,False,False,False
9727,False,False,False,False,False,False
9728,False,False,False,False,False,False
9729,False,False,False,False,False,False
9730,False,False,False,False,False,False
9731,False,False,False,False,False,False
9732,False,False,False,False,False,False
9733,False,False,False,False,False,False
9734,False,False,False,False,False,False
9735,False,False,False,False,False,False
9736,False,False,False,False,False,False
9737,False,False,False,False,False,False
9738,False,False,False,False,False,False
9739,False,False,False,False,False,False
9740,False,False,False,False,False,False
9741,False,False,False,False,False,False
9742,False,False,False,False,False,False
9743,False,False,False,False,False,False
9744,False,False,False,False,False,False
9745,False,False,False,False,False,False
9746,False,False,False,False,False,False
9747,False,False,False,False,False,False
9748,False,False,False,False,False,False
9749,False,False,False,False,False,False
9750,False,False,False,False,False,False
9751,False,False,False,False,False,False
9752,False,False,False,False,False,False
9753,False,False,False,False,False,False
9754,False,False,False,False,False,False
9755,False,False,False,False,False,False
9756,False,False,False,False,False,False
9757,False,False,False,False,False,False
9758,False,False,False,False,False,False
9759,False,False,False,False,False,False
9760,False,False,False,False,False,False
9761,False,False,False,False,False,False
9762,False,False,False,False,False,False
9763,False,False,False,False,False,False
9764,False,False,False,False,False,False
9765,False,False,False,False,False,False
9766,False,False,False,False,False,False
9767,False,False,False,False,False,False
9768,False,False,False,False,False,False
9769,False,False,False,False,False,False
9770,False,False,False,False,False,False
9771,False,False,False,False,False,False
9772,False,False,False,False,False,False
9773,False,False,False,False,False,False
9774,False,False,False,False,False,False
9775,False,False,False,False,False,False
9776,False,False,False,False,False,False
9777,False,False,False,False,False,False
9778,False,False,False,False,False,False
9779,False,False,False,False,False,False
9780,False,False,False,False,False,False
9781,False,False,False,False,False,False
9782,False,False,False,False,False,False
9783,False,False,False,False,False,False
9784,False,False,False,False,False,False
9785,False,False,False,False,False,False
9786,False,False,False,False,False,False
9787,False,False,False,False,False,False
9788,False,False,False,False,False,False
9789,False,False,False,False,False,False
9790,False,False,False,False,False,False
9791,False,False,False,False,False,False
9792,False,False,False,False,False,False
9793,False,False,False,False,False,False
9794,False,False,False,False,False,False
9795,False,False,False,False,False,False
9796,False,False,False,False,False,False
9797,False,False,False,False,False,False
9798,False,False,False,False,False,False
9799,False,False,False,False,False,False
9800,False,False,False,False,False,False
9801,False,False,False,False,False,False
9802,False,False,False,False,False,False
9803,False,False,False,False,False,False
9804,False,False,False,False,False,False
9806,False,False,False,False,False,False
9807,False,False,False,False,False,False
9808,False,False,False,False,False,False
9809,False,False,False,False,False,False
9810,False,False,False,False,False,False
9812,False,False,False,False,False,False
9813,False,False,False,False,False,False
9814,False,False,False,False,False,False
9815,False,False,False,False,False,False
9816,False,False,False,False,False,False
9817,False,False,False,False,False,False
9818,False,False,False,False,False,False
9819,False,False,False,False,False,False
9820,False,False,False,False,False,False
9821,False,False,False,False,False,False
9822,False,False,False,False,False,False
9823,False,False,False,False,False,False
9824,False,False,False,False,False,False
9825,False,False,False,False,False,False
9826,False,False,False,False,False,False
9827,False,False,False,False,False,False
9829,False,False,False,False,False,False
9830,False,False,False,False,False,False
9831,False,False,False,False,False,False
9832,False,False,False,False,False,False
9833,False,False,False,False,False,False
9834,False,False,False,False,False,False
9835,False,False,False,False,False,False
9836,False,False,False,False,False,False
9837,False,False,False,False,False,False
9838,False,False,False,False,False,False
9839,False,False,False,False,False,False
9840,False,False,False,False,False,False
9841,False,False,False,False,False,False
9842,False,False,False,False,False,False
9843,False,False,False,False,False,False
9844,False,False,False,False,False,False
9845,False,False,False,False,False,False
9847,False,False,False,False,False,False
9848,False,False,False,False,False,False
9849,False,False,False,False,False,False
9850,False,False,False,False,False,False
9851,False,False,False,False,False,False
9852,False,False,False,False,False,False
9853,False,False,False,False,False,False
9854,False,False,False,False,False,False
9855,False,False,False,False,False,False
9856,False,False,False,False,False,False
9857,False,False,False,False,False,False
9858,False,False,False,False,False,False
9859,False,False,False,False,False,False
9860,False,False,False,False,False,False
9861,False,False,False,False,False,False
9862,False,False,False,False,False,False
9863,False,False,False,False,False,False
9864,False,False,False,False,False,False
9865,False,False,False,False,False,False
9866,False,False,False,False,False,False
9867,False,False,False,False,False,False
9868,False,False,False,False,False,False
9869,False,False,False,False,False,False
9870,False,False,False,False,False,False
9871,False,False,False,False,False,False
9872,False,False,False,False,False,False
9873,False,False,False,False,False,False
9874,False,False,False,False,False,False
9875,False,False,False,False,False,False
9876,False,False,False,False,False,False
9877,False,False,False,False,False,False
9878,False,False,False,False,False,False
9879,False,False,False,False,False,False
9880,False,False,False,False,False,False
9881,False,False,False,False,False,False
9882,False,False,False,False,False,False
9883,False,False,False,False,False,False
9884,False,False,False,False,False,False
9885,False,False,False,False,False,False
9886,False,False,False,False,False,False
9887,False,False,False,False,False,False
9888,False,False,False,False,False,False
9889,False,False,False,False,False,False
9890,False,False,False,False,False,False
9891,False,False,False,False,False,False
9892,False,False,False,False,False,False
9893,False,False,False,False,False,False
9894,False,False,False,False,False,False
9895,False,False,False,False,False,False
9896,False,False,False,False,False,False
9897,False,False,False,False,False,False
9898,False,False,False,False,False,False
9899,False,False,False,False,False,False
9900,False,False,False,False,False,False
9901,False,False,False,False,False,False
9902,False,False,False,False,False,False
9903,False,False,False,False,False,False
9904,False,False,False,False,False,False
9905,False,False,False,False,False,False
9906,False,False,False,False,False,False
9907,False,False,False,False,False,False
9908,False,False,False,False,False,False
9909,False,False,False,False,False,False
9910,False,False,False,False,False,False
9911,False,False,False,False,False,False
9912,False,False,False,False,False,False
9913,False,False,False,False,False,False
9914,False,False,False,False,False,False
9915,False,False,False,False,False,False
9916,False,False,False,False,False,False
9917,False,False,False,False,False,False
9918,False,False,False,False,False,False
9919,False,False,False,False,False,False
9920,False,False,False,False,False,False
9921,False,False,False,False,False,False
9922,False,False,False,False,False,False
9923,False,False,False,False,False,False
9924,False,False,False,False,False,False
9925,False,False,False,False,False,False
9926,False,False,False,False,False,False
9927,False,False,False,False,False,False
9928,False,False,False,False,False,False
9929,False,False,False,False,False,False
9930,False,False,False,False,False,False
9931,False,False,False,False,False,False
9932,False,False,False,False,False,False
9933,False,False,False,False,False,False
9934,False,False,False,False,False,False
9935,False,False,False,False,False,False
9936,False,False,False,False,False,False
9937,False,False,False,False,False,False
9938,False,False,False,False,False,False
9939,False,False,False,False,False,False
9940,False,False,False,False,False,False
9941,False,False,False,False,False,False
9942,False,False,False,False,False,False
9943,False,False,False,False,False,False
9944,False,False,False,False,False,False
9945,False,False,False,False,False,False
9946,False,False,False,False,False,False
9947,False,False,False,False,False,False
9948,False,False,False,False,False,False
9949,False,False,False,False,False,False
9950,False,False,False,False,False,False
9951,False,False,False,False,False,False
9952,False,False,False,False,False,False
9953,False,False,False,False,False,False
9954,False,False,False,False,False,False
9955,False,False,False,False,False,False
9956,False,False,False,False,False,False
9957,False,False,False,False,False,False
9958,False,False,False,False,False,False
9959,False,False,False,False,False,False
9960,False,False,False,False,False,False
9961,False,False,False,False,False,False
9962,False,False,False,False,False,False
9963,False,False,False,False,False,False
9964,False,False,False,False,False,False
9965,False,False,False,False,False,False
9966,False,False,False,False,False,False
9967,False,False,False,False,False,False
9968,False,False,False,False,False,False
9969,False,False,False,False,False,False
9970,False,False,False,False,False,False
9971,False,False,False,False,False,False
9972,False,False,False,False,False,False
9973,False,False,False,False,False,False
9974,False,False,False,False,False,False
9975,False,False,False,False,False,False
9976,False,False,False,False,False,False
9977,False,False,False,False,False,False
9978,False,False,False,False,False,False
9979,False,False,False,False,False,False
9980,False,False,False,False,False,False
9981,False,False,False,False,False,False
9982,False,False,False,False,False,False
9983,False,False,False,False,False,False
9984,False,False,False,False,False,False
9985,False,False,False,False,False,False
9986,False,False,False,False,False,False
9987,False,False,False,False,False,False
9988,False,False,False,False,False,False
9989,False,False,False,False,False,False
9990,False,False,False,False,False,False
9991,False,False,False,False,False,False
9992,False,False,False,False,False,False
9993,False,False,False,False,False,False
9994,False,False,False,False,False,False
9995,False,False,False,False,False,False
9996,False,False,False,False,False,False
9997,False,False,False,False,False,False
9998,False,False,False,False,False,False
9999,False,False,False,False,False,False
10000,False,False,False,False,False,False
10001,False,False,False,False,False,False
10002,False,False,False,False,False,False
10003,False,False,False,False,False,False
10004,False,False,False,False,False,False
10005,False,False,False,False,False,False
10006,False,False,False,False,False,False
10007,False,False,False,False,False,False
10008,False,False,False,False,False,False
10009,False,False,False,False,False,False
10010,False,False,False,False,False,False
10011,False,False,False,False,False,False
10012,False,False,False,False,False,False
10013,False,False,False,False,False,False
10014,False,False,False,False,False,False
10015,False,False,False,False,False,False
10016,False,False,False,False,False,False
10017,False,False,False,False,False,False
10018,False,False,False,False,False,False
10019,False,False,False,False,False,False
10020,False,False,False,False,False,False
10021,False,False,False,False,False,False
10022,False,False,False,False,False,False
10023,False,False,False,False,False,False
10024,False,False,False,False,False,False
10025,False,False,False,False,False,False
10026,False,False,False,False,False,False
10027,False,False,False,False,False,False
10028,False,False,False,False,False,False
10029,False,False,False,False,False,False
10030,False,False,False,False,False,False
10031,False,False,False,False,False,False
10032,False,False,False,False,False,False
10033,False,False,False,False,False,False
10034,False,False,False,False,False,False
10035,False,False,False,False,False,False
10036,False,False,False,False,False,False
10037,False,False,False,False,False,False
10038,False,False,False,False,False,False
10039,False,False,False,False,False,False
10040,False,False,False,False,False,False
10041,False,False,False,False,False,False
10042,False,False,False,False,False,False
10044,False,False,False,False,False,False
10045,False,False,False,False,False,False
10046,False,False,False,False,False,False
10047,False,False,False,False,False,False
10048,False,False,False,False,False,False
10049,False,False,False,False,False,False
10050,False,False,False,False,False,False
10051,False,False,False,False,False,False
10052,False,False,False,False,False,False
10053,False,False,False,False,False,False
10054,False,False,False,False,False,False
10055,False,False,False,False,False,False
10056,False,False,False,False,False,False
10057,False,False,False,False,False,False
10058,False,False,False,False,False,False
10060,False,False,False,False,False,False
10061,False,False,False,False,False,False
10062,False,False,False,False,False,False
10063,False,False,False,False,False,False
10064,False,False,False,False,False,False
10065,False,False,False,False,False,False
10066,False,False,False,False,False,False
10067,False,False,False,False,False,False
10068,False,False,False,False,False,False
10069,False,False,False,False,False,False
10070,False,False,False,False,False,False
10071,False,False,False,False,False,False
10072,False,False,False,False,False,False
10073,False,False,False,False,False,False
10074,False,False,False,False,False,False
10075,False,False,False,False,False,False
10076,False,False,False,False,False,False
10077,False,False,False,False,False,False
10078,False,False,False,False,False,False
10079,False,False,False,False,False,False
10080,False,False,False,False,False,False
10081,False,False,False,False,False,False
